#Classification	D1	D2	D3	D4	D5	P1	P2	P3	P4	P5
Cellulophaga sp. L1A9	24	1	1	0	26	50	9	4	7	22
Winogradskyella helgolandensis	4	2	2	1	9	67	9	10	8	34
Winogradskyella schleiferi	5	7	0	0	5	83	267	9	318	40
Winogradskyella sediminis	20	76	18	0	15	33	1	7	17	17
Winogradskyella forsetii	35	1	0	0	10	88	174	17	198	31
Winogradskyella sp. J14-2	3	3	1	0	5	711	6	53	24	287
Winogradskyella sp. HaHa 3 26	5	10	1	2	18	112	14	6	10	53
Winogradskyella sp. PG-2	11	5	0	0	6	136	206	9	154	74
Winogradskyella sp. MH6	17	4	3	0	12	51	7	13	8	34
Winogradskyella sp. PC-19	25	12	1	0	35	46	7	3	20	35
Tenacibaculum retecalamus	3	3	0	0	3	57	346	7	247	34
Tenacibaculum tangerinum	4	1	0	0	3	93	27	7	12	62
Tenacibaculum maritimum	4	3	0	0	11	126	766	9	699	96
Tenacibaculum ovolyticum	9	2	0	0	18	135	41	15	16	103
Tenacibaculum pacificus	12	5	0	1	5	120	252	7	211	73
Tenacibaculum singaporense	12	3	0	0	2	60	244	1	203	23
Tenacibaculum sp. HL-MS23	2	5	0	0	9	192	1079	2	2164	6
Tenacibaculum sp. SZ-18	12	9	2	0	28	116	306	46	238	48
Tenacibaculum finnmarkense	22	4	0	0	2	67	18	6	5	38
Tenacibaculum todarodis	24	8	1	0	14	78	12	13	16	20
Tenacibaculum mesophilum	28	5	1	1	29	89	602	8	416	41
Tenacibaculum jejuense	29	7	2	1	37	120	24	25	13	71
Polaribacter sp. HaHaR 3 91	0	2	1	0	3	9	1	0	1	6
Polaribacter sp. R2A056 3 33	0	7	0	0	11	17	12	0	2	19
Polaribacter undariae	1	1	0	0	2	28	9	10	11	31
Polaribacter sejongensis	2	3	1	0	1	87	558	1	551	14
Polaribacter huanghezhanensis	5	2	0	0	5	48	19	1	13	24
Polaribacter haliotis	7	7	0	0	6	69	93	17	112	30
Polaribacter vadi	8	3	0	0	2	84	5	10	16	24
Polaribacter pectinis	10	3	7	0	13	59	6	9	8	40
Polaribacter dokdonensis	21	2	0	1	21	68	11	6	5	36
Polaribacter reichenbachii	22	3	0	0	16	158	656	18	500	56
Polaribacter cellanae	26	7	0	0	25	95	162	8	145	48
Polaribacter batillariae	26	5	1	0	20	217	250	14	204	64
Polaribacter litorisediminis	30	3	5	0	24	170	1122	8	1115	50
Polaribacter sp. AHE13PA	2	0	0	0	0	12	3	3	16	4
Polaribacter sp. KT 15	2	3	0	0	10	64	6	12	7	25
Polaribacter sp. SA4-10	2	5	0	1	7	91	336	27	261	30
Polaribacter sp. HL-MS24	3	5	4	0	1	29	35	4	15	33
Polaribacter sp. NJDZ03	4	6	1	0	4	82	4	44	13	30
Polaribacter sp. Q13	5	3	2	0	7	60	6	5	11	28
Polaribacter sp. ALD11	6	3	0	0	10	61	20	14	19	39
Polaribacter sp. MED152	8	1	1	1	9	78	15	5	10	53
Polaribacter sp. BM10	10	4	1	0	11	32	10	4	14	18
Polaribacter sp. Hel1 33 78	11	41	3	0	10	86	636	4	433	399
Polaribacter sp. L3A8	15	10	0	2	12	1530	3929	25	5546	31
Polaribacter sp. SA4-12	21	5	0	0	20	223	20	25	16	80
Polaribacter sp. KT25b	24	8	1	0	12	109	33	31	9	71
Flavobacterium sp. N2155	0	0	0	0	0	0	0	0	0	1
Flavobacterium sp. CBA20B-1	0	0	0	0	0	1	0	0	0	0
Flavobacterium cerinum	0	0	1	0	1	33	7	3	12	41
Flavobacterium sp. N2820	0	9	0	0	3	67	1	19	6	12
Flavobacterium nitratireducens	1	0	0	0	1	51	8	21	9	29
Flavobacterium litorale	1	2	0	0	2	24	1	4	2	15
Flavobacterium magnum	1	0	0	0	1	15	5	3	3	7
Flavobacterium alkalisoli	2	1	0	0	0	60	222	4	192	30
Flavobacterium album	2	1	0	0	4	29	1	3	1	9
Flavobacterium humidisoli	2	2	1	0	5	57	9	5	8	40
Flavobacterium nackdongense	3	3	0	0	7	71	260	9	178	68
Flavobacterium pallidum	3	2	1	0	1	15	7	2	2	15
Flavobacterium crassostreae	3	4	1	0	7	55	5	6	2	20
Flavobacterium gelatinilyticum	3	10	0	0	16	158	542	12	692	284
Flavobacterium ginsengisoli	3	5	0	0	7	70	410	35	301	32
Flavobacterium inviolabile	3	1	0	0	5	29	2	3	4	17
Flavobacterium arcticum	4	3	0	0	4	61	5	10	8	32
Flavobacterium sediminis	4	0	0	0	3	39	0	7	5	22
Flavobacterium nitrogenifigens	4	0	0	0	8	52	7	7	12	18
Flavobacterium gyeonganense	4	6	1	1	6	104	5	4	18	41
Flavobacterium bizetiae	4	0	1	0	6	60	4	6	16	55
Flavobacterium panacagri	4	0	0	0	7	86	205	7	160	46
Flavobacterium sangjuense	5	2	0	0	2	63	6	7	12	36
Flavobacterium psychrotrophum	5	45	0	0	188	213	19	4	1118	1175
Flavobacterium collinsii	5	4	0	0	11	93	9	13	6	58
Flavobacterium ammonificans	5	3	1	0	6	40	4	10	7	21
Flavobacterium luteolum	6	4	0	0	10	99	0	9	5	49
Flavobacterium praedii	6	0	0	0	12	16	49	3	4	8
Flavobacterium azooxidireducens	6	10	1	0	5	113	455	6	311	49
Flavobacterium endoglycinae	7	1	0	0	7	68	255	8	28	27
Flavobacterium faecale	7	5	5	0	9	55	8	3	8	35
Flavobacterium ammoniigenes	7	0	1	0	7	27	2	3	9	26
Flavobacterium haoranii	7	1	0	0	6	50	254	2	153	21
Flavobacterium commune	8	1	0	1	12	74	182	10	108	35
Flavobacterium davisii	9	5	1	0	4	125	677	11	560	57
Flavobacterium crocinum	10	3	1	1	16	105	472	18	437	40
Flavobacterium ardleyense	10	6	0	0	3	76	8	6	30	48
Flavobacterium psychrophilum	11	12	0	0	14	147	726	15	658	76
Flavobacterium pectinovorum	11	4	9	0	14	95	13	13	14	58
Flavobacterium agricola	11	0	0	0	2	48	14	8	10	37
Flavobacterium indicum	13	3	1	0	21	74	582	6	17	37
Flavobacterium cyclinae	13	5	0	0	14	60	11	10	11	30
Flavobacterium gilvum	13	8	0	0	20	195	160	17	167	1676
Flavobacterium okayamense	13	2	0	0	5	76	17	3	14	35
Flavobacterium flavigenum	13	0	0	0	6	61	14	23	12	39
Flavobacterium anhuiense	14	5	0	0	23	101	27	20	18	44
Flavobacterium dauae	14	2	1	0	11	86	6	2	50	53
Flavobacterium fluviale	14	7	0	0	9	138	7	7	8	50
Flavobacterium covae	14	1	1	0	14	118	517	7	438	42
Flavobacterium branchiophilum	16	4	2	0	4	121	1082	14	770	54
Flavobacterium aestivum	17	2	1	0	19	83	8	3	13	37
Flavobacterium aquiphilum	18	9	2	0	29	565	12	39	29	261
Flavobacterium kingsejongi	19	1	0	0	6	29	3	6	4	14
Flavobacterium columnare	25	2	2	0	21	67	6	7	6	35
Flavobacterium johnsoniae	29	8	2	1	34	209	20	24	18	110
uncultured Flavobacterium sp.	36	2	2	0	17	85	240	2	366	58
Flavobacterium marginilacus	39	9	0	0	48	107	15	26	20	59
Flavobacterium lacustre	40	9	40	0	22	74	97	2	67	41
Flavobacterium oreochromis	44	5	1	0	23	120	406	31	351	61
Flavobacterium limnophilum	51	14	1	0	58	1099	32	89	21	301
Flavobacterium channae	136	3	0	0	7	37	14	6	14	41
Flavobacterium eburneipallidum	153	3	2	0	9	60	243	1	183	17
Flavobacterium sp. N1719	2	0	1	0	0	16	1	2	4	6
Flavobacterium sp. F-340	3	2	1	0	8	81	629	33	772	29
Flavobacterium sp. F-29	3	0	2	0	59	82	6	5	9	46
Flavobacterium sp. N1994	3	9	1	0	9	93	644	8	683	25
Flavobacterium sp. KACC 22761	3	1	0	0	13	86	10	4	4	20
Flavobacterium sp. 20NA77.7	4	2	0	0	2	50	26	4	45	39
Flavobacterium sp. N3904	4	2	2	0	14	48	178	9	127	26
Flavobacterium sp. MDT1-60	4	2	0	0	5	71	5	10	9	53
Flavobacterium sp. IMCC34518	4	0	0	0	1	31	3	2	2	12
Flavobacterium sp. CECT 9288	5	0	0	0	5	59	480	0	455	13
Flavobacterium sp. F-323	5	4	1	0	13	72	4	7	5	37
Flavobacterium sp. Sr18	6	3	0	0	3	66	6	8	4	42
Flavobacterium sp. N1736	6	12	1	0	9	71	15	9	8	45
Flavobacterium sp. IMCC34852	6	0	0	0	1	20	1	3	3	15
Flavobacterium sp. CLA17	7	5	0	0	6	78	12	9	20	42
Flavobacterium sp. KACC 22758	7	2	0	0	10	43	9	18	18	50
Flavobacterium sp. KACC 22763	7	4	4	2	8	78	3	3	9	29
Flavobacterium sp. F-70	7	2	1	0	12	61	7	15	5	42
Flavobacterium sp. K5-23	7	5	1	1	15	84	538	17	243	80
Flavobacterium sp. N502540	8	0	0	0	9	100	4	14	6	32
Flavobacterium sp. N502536	8	6	1	0	6	46	166	3	150	23
Flavobacterium sp. LPB0248	8	0	2	0	28	31	1	8	4	19
Flavobacterium sp. CHNK8	9	2	0	0	18	68	446	14	321	27
Flavobacterium sp. B183	10	1	0	0	7	32	1	4	9	12
Flavobacterium sp. NG2	12	4	1	0	9	88	268	38	201	36
Flavobacterium sp. SLB02	13	4	0	0	18	110	13	14	11	71
Flavobacterium sp. N1846	14	6	1	0	25	68	324	6	227	33
Flavobacterium sp. xlx-214	14	4	0	0	10	96	621	7	641	63
Flavobacterium sp. I3-2	15	7	1	0	19	122	605	8	604	45
Flavobacterium sp. CS20	15	1	1	0	25	55	6	5	5	32
Flavobacterium sp. TR2	15	1	1	0	11	56	8	6	11	35
Flavobacterium sp. M31R6	17	7	1	1	6	100	481	29	312	42
Flavobacterium sp. ZE23DGlu08	17	4	0	0	24	90	824	3	802	20
Flavobacterium sp. GSB-24	22	3	28	0	23	89	62	11	61	35
Flavobacterium sp. N2038	24	4	3	0	11	72	78	13	16	30
Flavobacterium sp. KBS0721	26	3	0	0	26	109	13	11	24	46
Flavobacterium sp. 140616W15	50	5	0	0	24	90	288	9	178	84
Flavobacterium sp. N2270	94	34	4	0	168	163	246	5	194	59
Flavobacterium sp. YJ01	195	0	0	1	6	65	8	4	11	34
Vulcanimicrobium alpinum	2	102	2	0	132	217	60	5	367	2017
Chthonomonas calidirosea	1	0	0	0	2	8	2	1	4	6
Fimbriimonas ginsengisoli	3	2	0	0	4	24	7	3	5	19
Capsulimonas corticalis	6	5	1	0	11	76	7	6	55	108
Thermomicrobium sp. 4228-Ro	0	0	0	0	0	0	0	0	0	1
Thermomicrobium roseum	3	0	0	0	1	35	8	1	4	21
Sphaerobacter thermophilus	32	7	23	1	21	147	152	9	11	72
Phototrophicus methaneseepsis	0	2	0	0	3	36	12	2	7	12
Ktedonosporobacter rubrisoli	2	9	5	0	2	62	405	3	39	35
Thermanaerothrix sp. 4228-RoL	0	0	0	0	1	0	0	1	0	0
Brevefilum fermentans	1	3	1	0	8	18	2	2	17	54
Anaerolinea thermophila	1	0	2	1	6	16	2	1	18	26
Pelolinea submarina	2	2	0	0	24	71	5	5	286	149
Thermobaculum terrenum	4	5	0	0	8	55	3	3	87	114
Caldilinea aerophila	5	3	0	0	6	85	910	4	47	52
Candidatus Promineifilum breve	10	13	0	0	5	137	880	14	43	102
Tepidiforma bonchosmolovskayae	5	5	2	0	8	101	239	11	23	47
Tepidiforma flava	6	5	2	0	7	121	4	12	10	69
Thermoflexus hugenholtzii	12	1	0	0	6	114	4	11	8	58
Roseiflexus castenholzii	3	5	0	0	2	30	440	2	29	25
Roseiflexus sp. RS-1	4	1	2	0	3	23	2	3	5	22
Chloroflexus aggregans	3	1	0	0	4	16	12	4	8	18
Chloroflexus aurantiacus	8	3	17	0	12	23	3	2	5	17
Dehalogenimonas etheniformans	0	0	0	0	0	30	6	1	2	28
Dehalogenimonas formicexedens	0	1	0	0	0	8	0	0	2	7
Dehalococcoides sp. UCH007	0	0	0	0	0	1	0	0	0	0
Dehalococcoides mccartyi	41	1	50	0	21	43	9	3	4	30
Truepera radiovictrix	6	1	0	0	5	41	16	9	17	33
Marinithermus hydrothermalis	1	7	0	0	23	40	6	2	141	163
Allomeiothermus silvanus	3	1	0	0	4	51	158	2	13	29
Oceanithermus profundus	7	2	1	0	21	101	16	7	106	172
Meiothermus taiwanensis	8	1	4	0	3	28	3	2	10	15
Meiothermus ruber	11	2	2	0	6	38	2	5	9	25
Thermus parvatiensis	1	0	0	0	0	4	0	0	1	2
Thermus scotoductus	1	0	0	0	0	6	0	0	0	6
Thermus antranikianii	2	0	0	1	0	18	1	1	1	10
Thermus caldilimi	5	0	0	0	7	11	0	0	0	8
Thermus aquaticus	7	5	0	0	9	45	11	6	24	34
Thermus sp. NEB1569	1	0	0	0	1	57	0	8	0	25
Thermus sp. PS18	3	0	0	0	1	9	0	0	0	6
Thermus sp. CCB US3 UF1	6	0	3	0	4	61	1	5	4	22
Thermus oshimai	11	1	1	0	6	88	2	13	3	24
Thermus brockianus	17	3	16	0	11	47	0	4	3	19
Thermus thermophilus	22	2	6	0	13	183	4	27	10	120
Deinococcus deserti	1	0	0	0	3	50	5	3	15	25
Deinococcus radiophilus	2	0	0	0	8	45	6	5	4	27
Deinococcus actinosclerus	3	1	0	0	4	111	4	8	13	60
Deinococcus rubellus	4	2	1	0	7	58	6	7	37	68
Deinococcus puniceus	5	1	0	0	3	15	2	1	4	15
Deinococcus geothermalis	8	1	1	2	6	65	9	11	15	28
Deinococcus peraridilitoris	8	1	2	0	3	23	5	3	2	27
Deinococcus metallilatus	9	23	2	1	82	231	40	11	513	893
Deinococcus aquaticus	10	3	3	0	7	84	10	10	16	63
Deinococcus taeanensis	10	4	1	0	8	221	6	27	12	101
Deinococcus gobiensis	10	3	4	0	8	221	11	16	20	97
Deinococcus ficus	12	3	2	0	6	152	20	22	22	93
Deinococcus psychrotolerans	12	1	10	0	10	26	20	1	12	23
Deinococcus maricopensis	12	2	2	1	5	72	5	11	18	66
Deinococcus proteolyticus	12	3	1	0	3	90	2	8	12	54
Deinococcus irradiatisoli	13	3	2	0	9	79	2	3	10	28
Deinococcus wulumuqiensis	14	4	2	0	17	132	283	10	59	115
Deinococcus radiodurans	15	4	1	0	12	142	9	9	24	57
Deinococcus aetherius	16	2	2	0	44	122	9	12	20	102
Deinococcus soli (ex Cha et al. 2016)	17	12	2	0	19	170	7	15	78	172
Deinococcus radiopugnans	18	3	0	0	9	46	10	5	7	31
Deinococcus sp. AJ005	5	14	10	0	71	144	470	8	230	314
Deinococcus sp. AB2017081	11	2	2	0	11	73	12	10	21	55
Deinococcus sp. NW-56	11	5	2	0	14	99	4	15	35	91
Deinococcus sp. KNUC1210	12	4	2	0	8	57	6	7	39	76
Deinococcus sp. QL22	13	4	0	0	3	100	12	9	12	64
cyanobacterium endosymbiont of Epithemia clementina EcSB	6	0	1	0	7	61	6	10	15	37
cyanobacterium endosymbiont of Rhopalodia gibberula	6	3	1	0	9	88	260	11	571	37
cyanobacterium endosymbiont of Epithemia turgida	6	3	0	1	5	56	5	2	15	24
Allocoleopsis franciscana	2	1	1	0	4	56	1	3	3	22
Gloeomargarita lithophora	5	1	0	0	0	9	2	1	10	11
Thermoleptolyngbya sichuanensis	0	0	0	0	0	1	0	0	0	0
Thermoleptolyngbya sp. PKUAC-SCTB121	0	0	0	0	0	2	0	0	0	2
Thermocoleostomius sinensis	4	1	0	0	3	40	3	5	10	22
Thermostichus lividus	8	1	1	0	1	11	3	0	4	6
Crinalium epipsammum	4	2	0	0	1	41	3	7	15	18
Chamaesiphon minutus	5	2	0	0	13	87	4	10	17	41
Nodosilinea sp. E11	7	0	1	0	1	41	2	1	3	30
Halomicronema hongdechloris	12	2	18	0	16	13	9	1	19	18
Geitlerinema sp. PCC 7407	20	0	24	0	10	73	273	4	196	25
Chroococcidiopsis sp. CCNUC1	0	1	0	0	0	8	0	3	1	2
Chroococcidiopsis thermalis	2	4	0	0	3	43	278	4	190	11
Chroococcidiopsis sp. CCMEE 29	3	10	0	0	1	42	3	4	5	18
Anthocerotibacter panamensis	2	2	0	0	0	58	618	0	491	14
Gloeobacter violaceus	0	0	0	0	2	23	5	4	5	14
Gloeobacter morelensis	0	1	0	0	0	30	190	1	9	32
Gloeobacter kilaueensis	16	4	0	1	8	33	4	0	20	78
Thermosynechococcus sp. PP45	0	0	0	0	0	1	0	0	0	1
Thermosynechococcus sp. QKsg1	0	0	0	0	0	3	0	0	0	0
Thermosynechococcus sp. NK55a	0	0	0	0	0	5	1	1	1	5
Thermosynechococcus vestitus	2	4	0	0	1	26	2	0	1	12
Thermosynechococcus sp. HN-54	1	0	0	0	0	17	0	2	1	6
Thermosynechococcus sp.	1	0	0	0	0	5	0	0	2	3
Acaryochloris sp. CCMEE 5410	1	0	0	0	3	5	0	2	1	1
Acaryochloris sp. 'Moss Beach'	6	0	0	0	2	10	6	0	12	9
Acaryochloris marina	8	10	1	0	173	56	255	12	10	32
Trichocoleus desertorum	0	0	0	0	5	31	2	1	6	12
Trichothermofontia sichuanensis	2	0	1	0	3	13	2	1	8	16
Leptothermofonsia sichuanensis	1	10	4	0	10	26	6	0	5	9
Leptodesmis sichuanensis	4	1	0	0	4	16	3	1	3	22
Kovacikia minuta	5	7	0	0	15	124	2	9	10	44
Leptolyngbya sp. Cla-17	0	0	0	0	0	1	0	0	0	2
Leptolyngbya boryana	3	3	0	0	12	32	4	4	7	22
Leptolyngbya sp. O-77	2	2	0	0	1	15	5	5	6	10
Leptolyngbya sp. BL0902	4	1	2	0	4	26	1	1	2	10
Leptolyngbya sp. 7M	10	5	4	0	23	36	53	2	46	62
Pseudanabaena mucicola	1	1	1	0	5	16	1	3	4	14
Pseudanabaena galeata	8	0	0	0	4	34	191	3	135	15
Pseudanabaena sp. Chao 1811	2	0	0	0	2	49	0	2	4	12
Pseudanabaena sp. PCC 7367	5	0	0	1	4	59	2	9	7	103
Pseudanabaena sp. ABRG5-3	16	2	1	0	18	37	3	5	2	31
Stanieria cyanosphaera	7	6	2	0	70	74	14	13	17	26
Pleurocapsa sp. PCC 7327	2	0	0	0	3	9	4	1	4	9
Pleurocapsa sp. FMAR1	38	6	1	1	7	88	3	21	15	40
[Phormidium] sp. ETS-05	3	1	0	0	3	61	3	14	6	69
Limnospira fusiformis	1	0	0	0	0	3	0	0	1	0
Limnospira indica	5	0	2	0	2	1	3	6	2	32
Oxynema aestuarii	11	1	0	0	1	22	28	3	3	19
Planktothrix pseudagardhii	0	1	0	0	1	5	0	0	8	3
Planktothrix tepida	1	2	0	0	0	14	0	2	2	3
Planktothrix rubescens	4	0	1	0	8	4	1	0	0	2
Planktothrix agardhii	4	2	1	0	7	42	10	5	7	32
Phormidium yuhuli	5	0	0	1	3	21	0	1	6	9
Moorena producens	32	8	19	1	33	197	348	27	257	92
Oscillatoria acuminata	5	4	0	0	7	48	14	4	9	30
Oscillatoria nigro-viridis	29	1	0	0	5	55	17	20	7	32
Halothece sp. PCC 7418	1	7	0	0	6	32	9	2	5	22
Euhalothece natronophila	2	2	0	0	4	34	165	1	111	12
Gloeocapsa sp. PCC 7428	5	3	7	0	2	36	7	7	3	22
Microcystis panniformis	0	0	0	0	0	5	0	0	0	3
Microcystis viridis	1	0	0	0	0	3	0	0	2	0
Microcystis sp. MC19	2	0	0	0	1	8	0	2	50	16
Microcystis aeruginosa	25	7	1	0	36	96	7	6	13	55
Cyanobacterium sp. uoEpiScrs1	3	1	1	0	3	61	19	5	6	39
Cyanobacterium aponinum	5	4	0	0	8	118	654	8	629	41
Geminocystis herdmanii	16	2	1	0	33	109	1240	18	1206	34
Geminocystis sp. NIES-3709	9	3	0	0	16	76	322	7	263	64
Geminocystis sp. NIES-3708	13	10	0	0	4	98	344	5	303	24
[Limnothrix rosea] IAM M-220	0	0	0	0	0	0	1	0	0	1
Picosynechococcus sp. PCC 8807	0	0	0	0	0	1	0	0	0	0
Picosynechococcus sp. PCC 7117	0	0	0	0	0	10	0	3	2	8
Picosynechococcus sp. PCC 11901	0	0	0	0	0	14	1	1	4	12
Picosynechococcus sp. PCC 73109	1	0	0	0	0	6	0	0	1	1
Picosynechococcus sp. PCC 7002	2	1	0	0	0	72	20	0	141	82
[Leptolyngbya] sp. PCC 7376	6	1	0	0	9	22	2	1	6	14
Picosynechococcus sp. PCC 7003	40	10	2	0	21	358	43	24	6	147
Rippkaea orientalis	4	1	0	0	3	57	267	9	172	29
Candidatus Atelocyanobacterium thalassa	24	4	2	1	19	82	24	26	16	31
Crocosphaera subtropica	35	2	0	0	49	51	15	28	6	27
Gloeothece citriformis	7	5	1	0	15	67	372	4	441	36
Gloeothece verrucosa	33	3	1	1	14	121	869	20	800	29
Brasilonema sennae	15	2	0	0	7	73	1	15	11	72
Rivularia sp. PCC 7116	19	7	2	0	31	113	26	5	24	63
Tolypothrix sp. PCC 7601	0	0	0	0	0	4	0	0	0	0
Tolypothrix sp. PCC 7910	20	1	2	0	20	95	13	11	15	60
Calothrix sp. PCC 7507	4	26	0	0	80	79	17	1	237	348
Calothrix sp. NIES-3974	9	0	0	0	5	44	4	8	7	22
Calothrix sp. 336/3	9	10	3	1	4	41	4	7	13	19
Calothrix sp. PCC 6303	13	8	0	0	5	54	4	28	3	21
Fischerella sp. JS2	3	1	0	0	27	70	5	21	10	30
Fischerella sp. NIES-3754	33	3	2	0	2	39	193	7	134	26
Anabaenopsis elenkinii	1	0	0	0	0	34	8	7	7	24
Nodularia sphaerocarpa	4	1	0	0	6	53	1	2	9	42
Nodularia spumigena	5	2	1	0	2	34	4	5	4	19
Sphaerospermopsis torques-reginae	12	4	5	0	29	51	26	27	8	50
Dolichospermum heterosporum	2	4	0	0	3	13	0	0	2	9
Dolichospermum flos-aquae	2	0	0	0	0	23	1	3	1	5
Dolichospermum sp. UHCC 0315A	3	17	0	0	5	30	3	7	6	180
Dolichospermum compactum	8	5	0	0	4	26	0	5	5	8
Cylindrospermopsis raciborskii	3	2	0	0	3	34	272	2	235	11
Cylindrospermopsis curvispora	6	1	0	0	5	22	7	31	11	12
Richelia sinica	2	6	2	0	7	49	6	3	6	23
Trichormus azollae	1	6	0	0	3	47	3	6	17	27
Trichormus variabilis	2	1	0	0	2	10	0	1	0	3
Cylindrospermum stagnale	5	2	0	0	6	61	223	14	142	34
Anabaena sp. CCAP 1446/1C	0	0	0	0	0	2	0	0	0	1
Anabaena sp. 90	0	0	0	0	1	12	5	0	6	6
Anabaena sp. WA102	0	0	0	0	2	15	1	2	3	23
Anabaena cylindrica	5	0	1	0	5	103	12	16	23	40
Halotia branconii	9	2	5	0	10	80	8	6	11	44
Nostoc sp. GT001	0	0	0	2	0	0	0	0	0	1
Nostoc sp. C057	0	2	0	0	2	60	0	3	2	15
Nostoc sp. ATCC 53789	0	6	0	0	1	35	0	1	3	16
Nostoc edaphicum	1	1	0	0	3	47	3	2	6	16
Nostoc flagelliforme	6	4	1	0	7	93	6	4	10	36
Nostoc sphaeroides	6	15	0	0	7	70	10	9	9	282
Nostoc commune	6	3	1	0	7	51	10	0	17	37
Nostoc punctiforme	7	29	0	0	77	115	26	2	390	746
Nostoc piscinale	12	5	0	0	10	41	3	1	9	22
Nostoc sp. PCC 7107	1	0	0	0	9	43	11	6	11	29
Nostoc sp. PCC 7120 = FACHB-418	1	3	0	0	3	31	8	5	11	26
Nostoc sp. UHCC 0926	3	1	1	0	12	54	154	5	110	30
Nostoc sp. UHCC 0870	6	8	0	0	4	52	353	5	37	25
Nostoc sp. C052	6	6	0	0	3	86	15	4	7	30
Nostoc sp. TCL240-02	6	2	2	1	40	56	9	9	1	62
Nostoc sp. PCC 7524	7	28	0	0	70	200	39	20	544	901
Nostoc sp. TCL26-01	8	1	0	0	10	32	1	7	10	28
Nostoc sp. CENA543	9	2	0	0	7	64	16	11	12	89
Nostoc sp. 'Peltigera membranacea cyanobiont' N6	11	1	1	1	6	56	135	14	61	24
Nostoc sp. NIES-3756	12	2	1	0	9	396	7	25	32	119
Nostoc sp. MS1	16	2	12	0	8	82	177	11	223	13
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	27	2	0	0	11	50	225	2	178	16
Synechocystis sp. PCC 7338	0	0	0	0	0	0	1	0	0	0
Synechocystis sp. PCC 7339	0	0	0	0	1	2	1	1	0	2
Synechocystis sp. CACIAM 05	0	3	0	0	1	7	0	0	3	1
Synechocystis sp. PCC 6714	2	1	0	0	2	12	0	3	1	18
Dactylococcopsis salina	5	1	5	0	13	15	1	2	7	12
Synechococcus sp. CBW1002	0	0	0	0	0	0	0	1	0	46
Synechococcus sp. A15-60	0	0	0	0	0	2	0	0	1	0
Synechococcus sp. TAK9802	0	0	0	0	0	9	0	1	2	0
Synechococcus sp. M16.1	0	0	0	0	0	15	0	3	0	8
Synechococcus sp. SYN20	0	0	0	0	1	3	0	0	2	3
Synechococcus sp. Minos11	0	0	0	0	1	15	5	3	8	15
Synechococcus sp. RS9902	0	0	0	0	1	3	0	0	0	2
Synechococcus sp. CC9902	0	0	0	0	2	8	2	0	2	4
Synechococcus sp. MIT S9220	0	0	0	0	2	12	0	2	8	16
Synechococcus sp. KORDI-100	0	0	0	1	1	2	2	1	2	3
Synechococcus sp. MVIR-18-1	0	0	1	0	0	15	0	1	3	8
Synechococcus sp. WH 8020	0	1	0	0	2	15	1	2	0	5
Synechococcus sp. A15-62	0	1	0	0	0	1	1	1	1	3
Synechococcus sp. A18-25c	0	2	0	0	1	3	0	0	0	1
Synechococcus elongatus	4	3	0	0	3	18	375	3	21	35
Synechococcus sp. LA31	1	0	0	0	2	32	1	1	0	13
Synechococcus sp. A15-24	1	0	0	0	1	4	1	2	0	0
Synechococcus sp. A15-127	1	0	0	0	1	12	0	0	0	6
Synechococcus sp. KORDI-52	1	0	0	0	1	18	1	1	5	6
Synechococcus sp. PCC 6312	1	1	2	1	2	56	1	12	9	23
Synechococcus sp. BIOS-U3-1	1	0	0	0	0	25	0	1	1	13
Synechococcus sp. PROS-U-1	1	0	0	0	0	10	0	1	2	6
Synechococcus sp. WH 8109	1	0	0	0	2	2	0	0	0	1
Synechococcus sp. CC9605	1	0	0	0	2	8	0	0	4	3
Synechococcus sp. WH 8101	1	1	0	0	4	27	0	1	3	14
Synechococcus sp. ROS8604	1	1	0	0	0	13	0	0	0	5
Synechococcus sp. LTW-R	1	1	0	0	2	6	2	3	2	4
Synechococcus sp. NB0720 010	2	0	1	0	5	17	0	1	3	16
Synechococcus sp. JA-2-3B'a(2-13)	2	0	0	0	1	32	3	1	3	15
Synechococcus sp. KORDI-49	2	0	0	0	1	16	1	0	0	2
Synechococcus sp. A10-1-5-1	2	19	0	0	55	63	6	2	270	425
Synechococcus sp. A15-44	2	0	0	0	3	16	0	0	2	7
Synechococcus sp. PROS-9-1	2	0	0	0	0	4	1	0	4	2
Synechococcus sp. CBW1006	2	0	0	0	1	10	0	0	0	6
Synechococcus sp. A15-28	2	0	0	0	30	15	1	1	0	12
Synechococcus sp. BIOS-E4-1	3	2	0	0	1	13	1	2	0	11
Synechococcus sp. CC9311	3	1	0	0	5	42	0	3	0	17
Synechococcus sp. NOUM97013	3	0	0	0	1	23	0	4	6	15
Synechococcus sp. HK01-R	3	2	0	0	2	18	46	1	1	21
Synechococcus sp. RS9909	3	1	0	0	1	9	1	0	6	87
Synechococcus sp. BMK-MC-1	4	1	0	0	2	31	2	1	0	8
Synechococcus sp. PCC 7336	4	1	11	0	6	12	9	4	8	39
Synechococcus sp. SynAce01	4	4	1	0	6	74	2	2	28	42
Synechococcus sp. CCFWC 502	4	1	0	0	3	10	0	1	1	13
Synechococcus sp. CB0101	4	13	0	0	40	142	9	3	452	536
Synechococcus sp. MEDNS5	5	13	0	0	0	10	5	0	12	306
Synechococcus sp. CBW1108	5	6	0	1	5	173	1	19	10	67
Synechococcus sp. JA-3-3Ab	6	3	0	0	6	32	5	2	16	25
